GENE_ID,GENE_NAME,UMLS_ID,UMLS_NAME,UNIPROT_GENE_NAME,NCBI_GENE_ID
17135,ccr4,,,ccr4,
17136,c1r,,,c1r,
17137,top1mt,,,top1mt,
17138,cd1d,,,cd1d,
17139,icl1,,,icl1,
17140,arid1a,,,arid1a,
17141,or2f1,,,or2f1,
17142,mt-rnr2,,,mt-rnr2,
17143,npun_f4554,,,npun_f4554,
17144,psrp5,,,psrp5,
17145,glrx5,,,glrx5,
17146,os9,,,os9,
17147,kynu,,,kynu,
17148,galnt3,,,galnt3,
17149,pdhc,,,pdhc,
17150,faeb,,,faeb,
17151,yhfs,,,yhfs,
17152,stard3,,,stard3,
17153,ireb2,,,ireb2,
17154,Factor IIa,C0060008,Factor IIa,,
17155,ipo9,,,ipo9,
17156,Kir6.2 channel,C0379878,Kir6.2 channel,,
17157,ddhd1,,,ddhd1,
17158,hmg1,,,hmg1,
17159,cerk,,,cerk,
17160,gpa2,,,gpa2,
17161,gyg-1,,,gyg-1,
17162,mycl,,,mycl,
17163,pon2,,,pon2,
17164,ydge,,,ydge,
17165,cdh2,,,cdh2,
17166,spg7,,,spg7,
17167,pks10,,,pks10,
17168,rpl28,,,rpl28,
17169,glrx,,,glrx,
17170,smb1,,,smb1,
17171,hi_0996,,,hi_0996,
17172,tmem123,,,tmem123,
17173,znf423,,,znf423,
17174,l861_05420,,,l861_05420,
17175,bzlf1,,,bzlf1,
17176,brado4652,,,brado4652,
17177,ubr1,,,ubr1,
17178,casp4,,,casp4,
17179,mmar_5079,,,mmar_5079,
17180,pap17,,,pap17,
17181,Nuclear Hormone Receptors,C0887829,Nuclear Hormone Receptors,,
17182,taf3,,,taf3,
17183,CCAR1 wt Allele,C5575516,CCAR1 wt Allele,,
17184,tem5,,,tem5,
17185,yhbs,,,yhbs,
17186,cytl1,,,cytl1,
17187,borcs5,,,borcs5,
17188,shm2,,,shm2,
17189,atu2676,,,atu2676,
17190,tmem38b,,,tmem38b,
17191,hydroxyproline,C0020388,hydroxyproline,,
17192,clip2,,,clip2,
17193,tif5a,,,tif5a,
17194,hook2,,,hook2,
17195,dsr,,,dsr,
17196,lst1,,,lst1,
17197,isg15,,,isg15,
17198,swit_1419,,,swit_1419,
17199,sbal195_0750,,,sbal195_0750,
17200,cfap251,,,cfap251,
17201,hla-b,,,hla-b,
17202,BCRP1 gene| BANF1P1 gene| ABCG2 wt Allele,C3146673,BCRP1 gene| BANF1P1 gene| ABCG2 wt Allele,,
17203,buserelin,C0006456,buserelin,,
17204,musk,,,musk,
17205,lrrc59,,,lrrc59,
17206,rxrg,,,rxrg,
17207,bfob,,,bfob,
17208,hcar3,,,hcar3,
17209,rkm5,,,rkm5,
17210,hif1a,,,hif1a,
17211,sult2b1,,,sult2b1,
17212,thrs2,,,thrs2,
17213,his2b:cg33902,,,his2b:cg33902,
17214,Calcium Channel,C0006685,Calcium Channel,,
17215,cpa2,,,cpa2,
17216,dkfzp686p1551,,,dkfzp686p1551,
17217,buag,,,buag,
17218,spint1,,,spint1,
17219,ta-iaah,,,ta-iaah,
17220,oaz1,,,oaz1,
17221,Phosphorylated Epidermal Growth Factor Receptor,C1655202,Phosphorylated Epidermal Growth Factor Receptor,,
17222,scn1b,,,scn1b,
17223,nsfl1c,,,nsfl1c,
17224,or5t3,,,or5t3,
17225,slc6a6,,,slc6a6,
17226,trim23,,,trim23,
17227,,,,,112694756
17228,exoc6,,,exoc6,
17229,cbln4,,,cbln4,
17230,psba4,,,psba4,
17231,agpat3,,,agpat3,
17232,hipk4,,,hipk4,
17233,sugt1,,,sugt1,
17234,rolc1,,,rolc1,
17235,synpcc7942_0015,,,synpcc7942_0015,
17236,ha,,,ha,
17237,map_4191c,,,map_4191c,
17238,trt7,,,trt7,
17239,Platelet-Derived Growth Factor Receptor| PDGFRB gene,C0071253,Platelet-Derived Growth Factor Receptor| PDGFRB gene,,
17240,his4:cg33885,,,his4:cg33885,
17241,tet1,,,tet1,
17242,cpl9,,,cpl9,
17243,nufip1,,,nufip1,
17244,md1,,,md1,
17245,alkbh7,,,alkbh7,
17246,tri5,,,tri5,
17247,vps8,,,vps8,
17248,pdcd2l,,,pdcd2l,
17249,mw2443,,,mw2443,
17250,tmx1,,,tmx1,
17251,rbp1,,,rbp1,
17252,polr3k,,,polr3k,
17253,rbm17,,,rbm17,
17254,cd101,,,cd101,
17255,ateg_03635,,,ateg_03635,
17256,tardbp,,,tardbp,
17257,scarf1,,,scarf1,
17258,amn,,,amn,
17259,abcc5,,,abcc5,
17260,mt1904,,,mt1904,
17261,trxr,,,trxr,
17262,pa_7_6930,,,pa_7_6930,
17263,dtymk,,,dtymk,
17264,nlrp1,,,nlrp1,
17265,magi3,,,magi3,
17266,enadenotucirev,C3827142,enadenotucirev,,
17267,ZMYND10 wt Allele,C3811318,ZMYND10 wt Allele,,
17268,abgb,,,abgb,
17269,ppy,,,ppy,
17270,mila,,,mila,
17271,Chorismate Mutase-Prephenate Dehydrogenase,C0008516,Chorismate Mutase-Prephenate Dehydrogenase,,
17272,pus1,,,pus1,
17273,LB 30870,C1311346,LB 30870,,
17274,hippuryl-glycyl-glycine,C0062726,hippuryl-glycyl-glycine,,
17275,"IkappaB Kinase beta| IKBKB protein, human| IKBKB gene",C0663912,"IkappaB Kinase beta| IKBKB protein, human| IKBKB gene",,
17276,scp2,,,scp2,
17277,jmjd8,,,jmjd8,
17278,pmf1-bglap,,,pmf1-bglap,
17279,sgr_6325,,,sgr_6325,
17280,pah,,,pah,
17281,fth1,,,fth1,
17282,sps0562,,,sps0562,
17283,csk-1,,,csk-1,
17284,stk16,,,stk16,
17285,tle5,,,tle5,
17286,pctk1,,,pctk1,
17287,phqc,,,phqc,
17288,dmr6,,,dmr6,
17289,nd-acp,,,nd-acp,
17290,alb,,,alb,
17291,uba1,,,uba1,
17292,nfkbie,,,nfkbie,
17293,ctnnbip1,,,ctnnbip1,
17294,pf10_0084,,,pf10_0084,
17295,pisd,,,pisd,
17296,pmii,,,pmii,
17297,acsl4,,,acsl4,
17298,usp37,,,usp37,
17299,psac,,,psac,
17300,Phosphoproteins,C0031689,Phosphoproteins,,
17301,fmo3,,,fmo3,
17302,mw0856,,,mw0856,
17303,vva1004,,,vva1004,
17304,nek3,,,nek3,
17305,bc_3921,,,bc_3921,
17306,klk14,,,klk14,
17307,fsbp,,,fsbp,
17308,scml1,,,scml1,
17309,HMGN2P12 gene,C1415602,HMGN2P12 gene,,
17310,garb,,,garb,
17311,esm1,,,esm1,
17312,af_0130,,,af_0130,
17313,ubiad1,,,ubiad1,
17314,glo1,,,glo1,
17315,il13ra1,,,il13ra1,
17316,dll1,,,dll1,
17317,cpur_05427,,,cpur_05427,
17318,mdc1,,,mdc1,
17319,gpa33,,,gpa33,
17320,kdm5d,,,kdm5d,
17321,fah,,,fah,
17322,mab_1361c,,,mab_1361c,
17323,Blenoxane,C0701921,Blenoxane,,
17324,sab1040c,,,sab1040c,
17325,cebpb,,,cebpb,
17326,cdk11b,,,cdk11b,
17327,kora,,,kora,
17328,aif1,,,aif1,
17329,zranb3,,,zranb3,
17330,fbxo10,,,fbxo10,
17331,alanylproline-4-nitroanilide,C0219747,alanylproline-4-nitroanilide,,
17332,slc2a1,,,slc2a1,
17333,arginine| ABL2 gene,C0003765,arginine| ABL2 gene,,
17334,cdk4,,,cdk4,
17335,bfsp2,,,bfsp2,
17336,lpar4,,,lpar4,
17337,epb41l3,,,epb41l3,
17338,fn3krp,,,fn3krp,
17339,coro6,,,coro6,
17340,f46h5.3,,,f46h5.3,
17341,bm4678,,,bm4678,
17342,dlg2,,,dlg2,
17343,trmt1l,,,trmt1l,
17344,ptag,,,ptag,
17345,rega,,,rega,
17346,usp9x,,,usp9x,
17347,uox,,,uox,
17348,phyh,,,phyh,
17349,chst2,,,chst2,
17350,fau,,,fau,
17351,cep250,,,cep250,
17352,ob1458,,,ob1458,
17353,nit-3,,,nit-3,
17354,fem1c,,,fem1c,
17355,st6galnac1,,,st6galnac1,
17356,dmxr10,,,dmxr10,
17357,ctb1,,,ctb1,
17358,tnfsf4,,,tnfsf4,
17359,tacr1,,,tacr1,
17360,pgug_02382,,,pgug_02382,
17361,vrab,,,vrab,
17362,gm16168,,,gm16168,
17363,mgme1,,,mgme1,
17364,pput_1423,,,pput_1423,
17365,tg,,,tg,
17366,dkfzp781o1323,,,dkfzp781o1323,
17367,or51e2,,,or51e2,
17368,"SDCBP wt Allele, Human| MMP3 protein, human",C3812243,"SDCBP wt Allele, Human| MMP3 protein, human",,
17369,cetn2,,,cetn2,
17370,dmtn,,,dmtn,
17371,lpo,,,lpo,
17372,taf6,,,taf6,
17373,bamb_4479,,,bamb_4479,
17374,pdgfrl,,,pdgfrl,
17375,arrdc5,,,arrdc5,
17376,gucy2d,,,gucy2d,
17377,prpc,,,prpc,
17378,neut_0373,,,neut_0373,
17379,1a-1b,,,1a-1b,
17380,tsta_118750,,,tsta_118750,
17381,ddx47,,,ddx47,
17382,traf3,,,traf3,
17383,sspe,,,sspe,
17384,corn extract| Zea mays antigen,C1446590,corn extract| Zea mays antigen,,
17385,cisd1,,,cisd1,
17386,acvr2b,,,acvr2b,
17387,Interleukin-15 Fusion Protein BJ-001,C5417888,Interleukin-15 Fusion Protein BJ-001,,
17388,glg1,,,glg1,
17389,mthfd2l,,,mthfd2l,
17390,cysg,,,cysg,
17391,slc25a1,,,slc25a1,
17392,mflv_5024,,,mflv_5024,
17393,ss1g_09838,,,ss1g_09838,
17394,rmdn2,,,rmdn2,
17395,gjb5,,,gjb5,
17396,Growth Factor Receptors,C0206454,Growth Factor Receptors,,
17397,Fucosyltransferase,C0016790,Fucosyltransferase,,
17398,hla-drb3,,,hla-drb3,
17399,Phosphoserine,C0031721,Phosphoserine,,
17400,poxd,,,poxd,
17401,umag_10308,,,umag_10308,
17402,nptxr,,,nptxr,
17403,tfe3,,,tfe3,
17404,creatine,C0010286,creatine,,
17405,lmof2365_1776,,,lmof2365_1776,
17406,nbpf9,,,nbpf9,
17407,tmem85,,,tmem85,
17408,treh,,,treh,
17409,dolastatin 10,C0082338,dolastatin 10,,
17410,TLR8 Agonist DN1508052,C5205308,TLR8 Agonist DN1508052,,
17411,TPT1 wt Allele| H3P1 gene,C3538773,TPT1 wt Allele| H3P1 gene,,
17412,colf1,,,colf1,
17413,tmem131,,,tmem131,
17414,apoa4,,,apoa4,
17415,slc1a7,,,slc1a7,
17416,Cadherins| CDH17 gene,C0006631,Cadherins| CDH17 gene,,
17417,gbp3,,,gbp3,
17418,easd,,,easd,
17419,ob2271,,,ob2271,
17420,ino80b,,,ino80b,
17421,mt3115,,,mt3115,
17422,htra4,,,htra4,
17423,rhe_ch03934,,,rhe_ch03934,
17424,rp545,,,rp545,
17425,eola1,,,eola1,
17426,lyzl4,,,lyzl4,
17427,p1,,,p1,
17428,celf1,,,celf1,
17429,fsr4,,,fsr4,
17430,adal,,,adal,
17431,carbobenzoxyphenylalanine,C0054682,carbobenzoxyphenylalanine,,
17432,tnlg7a,,,tnlg7a,
17433,srsf5,,,srsf5,
17434,pnuc_0932,,,pnuc_0932,
17435,b3galnt1,,,b3galnt1,
17436,cld1,,,cld1,
17437,benzyloxycarbonyl-isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone,C0911901,benzyloxycarbonyl-isoleucyl-glutamyl-threonyl-aspartic acid fluoromethyl ketone,,
17438,slc47a2,,,slc47a2,
17439,u90/u87/u86,,,u90/u87/u86,
17440,rv3767c,,,rv3767c,
17441,gabbr1,,,gabbr1,
17442,aplf,,,aplf,
17443,aml,,,aml,
17444,efm2,,,efm2,
17445,Recombinant Interferon-alpha Inducible Protein 10,C1522712,Recombinant Interferon-alpha Inducible Protein 10,,
17446,aaas,,,aaas,
17447,sult1c3,,,sult1c3,
17448,,,,,43
17449,ccsd,,,ccsd,
17450,naxd,,,naxd,
17451,la_2977,,,la_2977,
17452,alanylhistidine,C0051082,alanylhistidine,,
17453,"SpeA protein, Streptococcus pyogenes",C0764874,"SpeA protein, Streptococcus pyogenes",,
17454,cyb5r1,,,cyb5r1,
17455,cdk2ap1,,,cdk2ap1,
17456,tfca,,,tfca,
17457,npepps,,,npepps,
17458,tubg1,,,tubg1,
17459,elavl1,,,elavl1,
17460,s1pr5,,,s1pr5,
17461,idh2,,,idh2,
17462,acnb,,,acnb,
17463,his3:cg33851,,,his3:cg33851,
17464,nol6,,,nol6,
17465,il17rd,,,il17rd,
17466,dgkd,,,dgkd,
17467,il1rn,,,il1rn,
17468,"Gene Products, vpr",C0079405,"Gene Products, vpr",,
17469,ccp-1,,,ccp-1,
17470,pitpnm1,,,pitpnm1,
17471,phnc,,,phnc,
17472,saci_1304,,,saci_1304,
17473,fcf1,,,fcf1,
17474,fam83g,,,fam83g,
17475,aqp5,,,aqp5,
17476,ncor2,,,ncor2,
17477,optc,,,optc,
17478,heyl,,,heyl,
17479,frrs1,,,frrs1,
17480,MLL/MLLT1 Fusion Protein,C3274680,MLL/MLLT1 Fusion Protein,,
17481,pks28,,,pks28,
17482,gsdme,,,gsdme,
17483,bammc406_4714,,,bammc406_4714,
17484,cxcl2,,,cxcl2,
17485,pr1b1,,,pr1b1,
17486,hsd17b2,,,hsd17b2,
17487,nat,,,nat,
17488,gm19697,,,gm19697,
17489,"APP protein, human| Amyloid beta-Protein Precursor| APP gene| APP wt Allele",C0611285,"APP protein, human| Amyloid beta-Protein Precursor| APP gene| APP wt Allele",,
17490,ak1,,,ak1,
17491,clcn2,,,clcn2,
17492,myb,,,myb,
17493,ncsa,,,ncsa,
17494,fkbp1a,,,fkbp1a,
17495,plk3,,,plk3,
17496,er,,,er,
17497,rassf4,,,rassf4,
17498,fveg_12641,,,fveg_12641,
17499,nectin1,,,nectin1,
17500,citrate carrier,C0055817,citrate carrier,,
17501,ahcy,,,ahcy,
17502,frzb,,,frzb,
17503,bphyt_7102,,,bphyt_7102,
17504,chp,,,chp,
17505,tax1bp3,,,tax1bp3,
17506,fam83h,,,fam83h,
17507,avpr1a,,,avpr1a,
17508,hel32,,,hel32,
17509,molybdenum cofactor,C0066697,molybdenum cofactor,,
17510,vcpkmt,,,vcpkmt,
17511,cxcl12,,,cxcl12,
17512,"COL6A3 protein, human| ethionamide",C0015021,"COL6A3 protein, human| ethionamide",,
17513,acl1.a1,,,acl1.a1,
17514,or2a7,,,or2a7,
17515,valine| LINC01546 gene,C0042285,valine| LINC01546 gene,,
17516,sprc,,,sprc,
17517,pcdh11x,,,pcdh11x,
17518,cd200,,,cd200,
17519,cutc,,,cutc,
17520,ccdc102b,,,ccdc102b,
17521,scn9a,,,scn9a,
17522,nras,,,nras,
17523,nahh,,,nahh,
17524,ccz1b,,,ccz1b,
17525,riox1,,,riox1,
17526,t07a9.8,,,t07a9.8,
17527,sec16a,,,sec16a,
17528,hel-s-182mp,,,hel-s-182mp,
17529,pcp2,,,pcp2,
17530,nnt,,,nnt,
17531,ppp1r13l,,,ppp1r13l,
17532,polr2j2,,,polr2j2,
17533,rfc4,,,rfc4,
17534,ade12,,,ade12,
17535,dkfzp566h033,,,dkfzp566h033,
17536,polr2l,,,polr2l,
17537,os06g0130900,,,os06g0130900,
17538,rab44,,,rab44,
17539,crhbp,,,crhbp,
17540,aflv,,,aflv,
17541,thim,,,thim,
17542,pfs,,,pfs,
17543,ooxb,,,ooxb,
17544,tmem97,,,tmem97,
17545,pif1,,,pif1,
17546,reut_a1586,,,reut_a1586,
17547,rpl15,,,rpl15,
17548,egfl7,,,egfl7,
17549,Glucosyltransferase,C0119452,Glucosyltransferase,,
17550,hbegf,,,hbegf,
17551,microsomal enzymes,C0815014,microsomal enzymes,,
17552,rps24e,,,rps24e,
17553,rasp,,,rasp,
17554,cetn1,,,cetn1,
17555,pde1b,,,pde1b,
17556,zcwpw2,,,zcwpw2,
17557,aglb3,,,aglb3,
17558,defb108b,,,defb108b,
17559,cd47,,,cd47,
17560,mthe_0680,,,mthe_0680,
17561,trim43,,,trim43,
17562,tuba3e,,,tuba3e,
17563,cd207,,,cd207,
17564,ptpn23,,,ptpn23,
17565,gsn,,,gsn,
17566,trp-1,,,trp-1,
17567,eglc,,,eglc,
17568,vc_a0655,,,vc_a0655,
17569,ubr4,,,ubr4,
17570,tubgcp6,,,tubgcp6,
17571,mgll,,,mgll,
17572,chmp1b,,,chmp1b,
17573,myom2,,,myom2,
17574,esrrb,,,esrrb,
17575,"Caspases, Effector",C1720985,"Caspases, Effector",,
17576,rkm4,,,rkm4,
17577,cgl0240,,,cgl0240,
17578,fib2,,,fib2,
17579,pcyt2,,,pcyt2,
17580,smpd2,,,smpd2,
17581,rpl38,,,rpl38,
17582,pkp1,,,pkp1,
17583,ygin,,,ygin,
17584,rv1543,,,rv1543,
17585,donson,,,donson,
17586,mrda,,,mrda,
17587,trxr-2,,,trxr-2,
17588,cenpw,,,cenpw,
17589,bacitracin,C0004599,bacitracin,,
17590,rpn11,,,rpn11,
17591,tll1,,,tll1,
17592,gdpd4,,,gdpd4,
17593,vangl2,,,vangl2,
17594,hh4-2,,,hh4-2,
17595,mtpn,,,mtpn,
17596,myo3b,,,myo3b,
17597,dim1a,,,dim1a,
17598,arok,,,arok,
17599,mab_4584c,,,mab_4584c,
17600,dik,,,dik,
17601,ttm3,,,ttm3,
17602,3-O-methyl-fluorescein phosphatase,C0047659,3-O-methyl-fluorescein phosphatase,,
17603,aloxe3,,,aloxe3,
17604,trpm5,,,trpm5,
17605,sult1a4,,,sult1a4,
17606,dkfzp686h1812,,,dkfzp686h1812,
17607,cbx7,,,cbx7,
17608,oprpn,,,oprpn,
17609,il21r,,,il21r,
17610,smyd4,,,smyd4,
17611,alg10b,,,alg10b,
17612,crhr1,,,crhr1,
17613,dkfzp434h018,,,dkfzp434h018,
17614,cyp4b1,,,cyp4b1,
17615,TOP1 wt Allele,C1710308,TOP1 wt Allele,,
17616,samd10,,,samd10,
17617,gk22693,,,gk22693,
17618,ctif,,,ctif,
17619,akap17a,,,akap17a,
17620,gprc6a,,,gprc6a,
17621,no66,,,no66,
17622,cbfa2t2,,,cbfa2t2,
17623,glud2,,,glud2,
17624,zdhhc15a,,,zdhhc15a,
17625,apmlb,,,apmlb,
17626,mrps18c,,,mrps18c,
17627,cd36_42180,,,cd36_42180,
17628,himc,,,himc,
17629,gm19626,,,gm19626,
17630,mjls_4009,,,mjls_4009,
17631,mycfidraft_156381,,,mycfidraft_156381,
17632,dhx34,,,dhx34,
17633,Lyase,C0024188,Lyase,,
17634,ska58_08619,,,ska58_08619,
17635,ata,,,ata,
17636,Proteome,C0751973,Proteome,,
17637,bank1,,,bank1,
17638,adok,,,adok,
17639,crp,,,crp,
17640,egln2,,,egln2,
17641,map2k4,,,map2k4,
17642,glna1,,,glna1,
17643,integrin alphavbeta8,C0911690,integrin alphavbeta8,,
17644,gon4l,,,gon4l,
17645,spin1,,,spin1,
17646,irak2,,,irak2,
17647,carf,,,carf,
17648,kremen1,,,kremen1,
17649,cmtr2,,,cmtr2,
17650,kifc3,,,kifc3,
17651,hel-s-81p,,,hel-s-81p,
17652,ctrg_05048,,,ctrg_05048,
17653,prf1,,,prf1,
17654,phykpl,,,phykpl,
17655,lactamase,C2945614,lactamase,,
17656,map6d1,,,map6d1,
17657,Excitatory Amino Acids,C0243046,Excitatory Amino Acids,,
17658,npy5r,,,npy5r,
17659,clec14a,,,clec14a,
17660,ica1,,,ica1,
17661,nar1,,,nar1,
17662,traf3ip2,,,traf3ip2,
17663,myo18a,,,myo18a,
17664,gabre,,,gabre,
17665,DNA Topoisomerases,C0949775,DNA Topoisomerases,,
17666,p2ry14,,,p2ry14,
17667,,,,,100507428
17668,trp-3,,,trp-3,
17669,reep5,,,reep5,
17670,ldhal6b,,,ldhal6b,
17671,rnf4,,,rnf4,
17672,cdyl2,,,cdyl2,
17673,zcchc12,,,zcchc12,
17674,ns5atp4a,,,ns5atp4a,
17675,xfasm12_1709,,,xfasm12_1709,
17676,card6,,,card6,
17677,tinagl1,,,tinagl1,
17678,hba2,,,hba2,
17679,A2AR Antagonist PBF-509,C4053608,A2AR Antagonist PBF-509,,
17680,utx,,,utx,
17681,rab1a,,,rab1a,
17682,l2hgdh,,,l2hgdh,
17683,msmeg_5073,,,msmeg_5073,
17684,fzd10,,,fzd10,
17685,art7,,,art7,
17686,bloc1s6,,,bloc1s6,
17687,zfp91,,,zfp91,
17688,hnrnpul1,,,hnrnpul1,
17689,rv3722c,,,rv3722c,
17690,pgmf,,,pgmf,
17691,mettl24,,,mettl24,
17692,fib1,,,fib1,
17693,tbx5,,,tbx5,
17694,e(y)1,,,e(y)1,
17695,hla-drb5,,,hla-drb5,
17696,arf1,,,arf1,
17697,bcg_1935c,,,bcg_1935c,
17698,moca,,,moca,
17699,int,,,int,
17700,sage1,,,sage1,
17701,inha,,,inha,
17702,rpl37a,,,rpl37a,
17703,tgr7_2199,,,tgr7_2199,
17704,sch1,,,sch1,
17705,ldhb,,,ldhb,
17706,p9211_12561,,,p9211_12561,
17707,phqk,,,phqk,
17708,lama1,,,lama1,
17709,asprv1,,,asprv1,
17710,his3:cg33839,,,his3:cg33839,
17711,trpa1,,,trpa1,
17712,mav_4558,,,mav_4558,
17713,mdm1,,,mdm1,
17714,mettl2b,,,mettl2b,
17715,heatr5b,,,heatr5b,
17716,dpfgi,,,dpfgi,
17717,h2bc12,,,h2bc12,
17718,ift81,,,ift81,
17719,kcnj16,,,kcnj16,
17720,tmp_locus_9,,,tmp_locus_9,
17721,mblac1,,,mblac1,
17722,iacd,,,iacd,
17723,mpn_355,,,mpn_355,
17724,snx29,,,snx29,
17725,ydfi,,,ydfi,
17726,alanyl-tyrosyl-prolyl-glycyl-lysyl-phenylalanine,C1136539,alanyl-tyrosyl-prolyl-glycyl-lysyl-phenylalanine,,
17727,golga3,,,golga3,
17728,mt4,,,mt4,
17729,skap2,,,skap2,
17730,1a,,,1a,
17731,rgs3,,,rgs3,
17732,pcnx4,,,pcnx4,
17733,"Amyloid beta-Protein Precursor| APP protein, human| APP gene| APP wt Allele",C0085151,"Amyloid beta-Protein Precursor| APP protein, human| APP gene| APP wt Allele",,
17734,ccl22,,,ccl22,
17735,tlk2,,,tlk2,
17736,slc13a2,,,slc13a2,
17737,cpeb1,,,cpeb1,
17738,rassf9,,,rassf9,
17739,pnliprp3,,,pnliprp3,
17740,pycr2,,,pycr2,
17741,dclk2,,,dclk2,
17742,septin12,,,septin12,
17743,Kv1.4 Potassium Channel,C0299095,Kv1.4 Potassium Channel,,
17744,fbxl15,,,fbxl15,
17745,polr3d,,,polr3d,
17746,cdkn2aip,,,cdkn2aip,
17747,tmc6,,,tmc6,
17748,rnaset2,,,rnaset2,
17749,penc,,,penc,
17750,camk2n1,,,camk2n1,
17751,metk-1,,,metk-1,
17752,mcrs1,,,mcrs1,
17753,cagl0f06501g,,,cagl0f06501g,
17754,his-59,,,his-59,
17755,slc27a3,,,slc27a3,
17756,he,,,he,
17757,gldc,,,gldc,
17758,lpl,,,lpl,
17759,h3c11,,,h3c11,
17760,prdf,,,prdf,
17761,pnma2,,,pnma2,
17762,large2,,,large2,
17763,lacs,,,lacs,
17764,pygo2,,,pygo2,
17765,lrp8,,,lrp8,
17766,hat1,,,hat1,
17767,hacd2,,,hacd2,
17768,mamld1,,,mamld1,
17769,"AMD1 protein, human| AMD1 wt Allele| AMD1P2 gene| AMD1 gene| methyldopa",C3539530,"AMD1 protein, human| AMD1 wt Allele| AMD1P2 gene| AMD1 gene| methyldopa",,
17770,slc6a8,,,slc6a8,
17771,fmdh,,,fmdh,
17772,103e1.170,,,103e1.170,
17773,vmo1,,,vmo1,
17774,Adenosine Triphosphatases| Adenosinetriphosphatase,C1706373,Adenosine Triphosphatases| Adenosinetriphosphatase,,
17775,rmet_3078,,,rmet_3078,
17776,pdhd,,,pdhd,
17777,ankdd1a,,,ankdd1a,
17778,tnfrsf10c,,,tnfrsf10c,
17779,usp28,,,usp28,
17780,oac,,,oac,
17781,nd1,,,nd1,
17782,tent4a,,,tent4a,
17783,qscn6,,,qscn6,
17784,"Phosphoinositide-3-Kinase, Catalytic, Gamma Polypeptide",C0285761,"Phosphoinositide-3-Kinase, Catalytic, Gamma Polypeptide",,
17785,slc9b2,,,slc9b2,
17786,nfia,,,nfia,
17787,ampd1,,,ampd1,
17788,lkta,,,lkta,
17789,rho,,,rho,
17790,fbxo25,,,fbxo25,
17791,mlx,,,mlx,
17792,ge16340,,,ge16340,
17793,tgm3,,,tgm3,
17794,slamf8,,,slamf8,
17795,taar8,,,taar8,
17796,hspx,,,hspx,
17797,aip,,,aip,
17798,acetyl-LDL,C0050486,acetyl-LDL,,
17799,bmper,,,bmper,
17800,USF1 wt Allele| transcription factor USF,C1706445,USF1 wt Allele| transcription factor USF,,
17801,selenocysteine| staphylococcal enterotoxin C,C0059387,selenocysteine| staphylococcal enterotoxin C,,
17802,pemt,,,pemt,
17803,kat,,,kat,
17804,"Apolipoprotein B-100| APOB protein, human",C3252643,"Apolipoprotein B-100| APOB protein, human",,
17805,cimap2,,,cimap2,
17806,cdc19,,,cdc19,
17807,gm26664,,,gm26664,
17808,rnaseh2c,,,rnaseh2c,
17809,cox1,,,cox1,
17810,ca4,,,ca4,
17811,trappc4,,,trappc4,
17812,mettl21a,,,mettl21a,
17813,cthrc1,,,cthrc1,
17814,frbb,,,frbb,
17815,atp5pb,,,atp5pb,
17816,dkfzp779k0533,,,dkfzp779k0533,
17817,capn2,,,capn2,
17818,rgs10,,,rgs10,
17819,ddx18,,,ddx18,
17820,mup07,,,mup07,
17821,chmp3,,,chmp3,
17822,dnah6,,,dnah6,
17823,ftrc,,,ftrc,
17824,slc1a4,,,slc1a4,
17825,fgs,,,fgs,
17826,dnlz,,,dnlz,
17827,glgp,,,glgp,
17828,atp5if1,,,atp5if1,
17829,ccl9,,,ccl9,
17830,sacm1l,,,sacm1l,
17831,igfl3,,,igfl3,
17832,glipr1,,,glipr1,
17833,asat1,,,asat1,
17834,SNORD50A gene| SNORD50A wt Allele| SNORD50B wt Allele,C4321272,SNORD50A gene| SNORD50A wt Allele| SNORD50B wt Allele,,
17835,prokr1,,,prokr1,
17836,large1,,,large1,
17837,lmxm_25_0720,,,lmxm_25_0720,
17838,gm12950,,,gm12950,
17839,,,,,22
17840,st6gal1,,,st6gal1,
17841,his1:cg31617,,,his1:cg31617,
17842,aael009603,,,aael009603,
17843,kcnt2,,,kcnt2,
17844,elk4,,,elk4,
17845,p450,,,p450,
17846,ahsb4,,,ahsb4,
17847,dennd2b,,,dennd2b,
17848,anamorelin,C2698934,anamorelin,,
17849,irs1,,,irs1,
17850,carnitine,C0007258,carnitine,,
17851,rims3,,,rims3,
17852,hexd,,,hexd,
17853,ant,,,ant,
17854,Thyroid Hormone Receptor,C0034843,Thyroid Hormone Receptor,,
17855,pbp2,,,pbp2,
17856,saouhsc_00878,,,saouhsc_00878,
17857,phospho1,,,phospho1,
17858,,,,,106144573
17859,rpl22,,,rpl22,
17860,ty1b-lr2,,,ty1b-lr2,
17861,elf5,,,elf5,
17862,hcdg_07601,,,hcdg_07601,
17863,aminoglycoside N(6')-acetyltransferase,C0051639,aminoglycoside N(6')-acetyltransferase,,
17864,mmp1,,,mmp1,
17865,hnf4g,,,hnf4g,
17866,tere,,,tere,
17867,His-His-His-His-His-His,C1174225,His-His-His-His-His-His,,
17868,xpnpep3,,,xpnpep3,
17869,"S-(2,4-dinitrophenyl)glutathione",C0073796,"S-(2,4-dinitrophenyl)glutathione",,
17870,"NP protein, Influenza A virus",C0063529,"NP protein, Influenza A virus",,
17871,hcc,,,hcc,
17872,lrig2,,,lrig2,
17873,ggt,,,ggt,
17874,ahrr,,,ahrr,
